label,z,x,y,cell_properties,cell_type
1463,57.32572551390568,172.85036275695285,102.20541112454656,"Lhx2-, HnF4a-",2
1464,59.68060371201305,189.1314161397784,453.7214630498335,"Lhx2-, HnF4a-",2
1465,55.954,223.15466666666663,1.939333333333333,"Lhx2-, HnF4a-",2
1466,60.665237891127305,228.3763394770681,761.0518645520789,"Lhx2-, HnF4a-",2
1467,56.50767350264838,230.05093032731224,630.1523835393182,"Lhx2-, HnF4a-",2
1468,56.72004264392324,266.8692963752665,689.2217484008529,"Lhx2+, HnF4a-",0
1469,59.57322175732217,272.94142259414224,189.60669456066947,"Lhx2-, HnF4a-",2
1470,56.94944766897585,302.3106159895151,66.44411158958997,"Lhx2-, HnF4a-",2
1471,56.31707814731688,306.4215466231381,562.7939196082432,"Lhx2-, HnF4a-",2
1472,57.17607282184655,352.9436497615952,419.834937147811,"Lhx2-, HnF4a-",2
1473,56.990443236117976,356.5501730103806,564.6088317680013,"Lhx2-, HnF4a-",2
1474,56.46275149537792,367.9358346927678,625.3004350190321,"Lhx2-, HnF4a-",2
1475,56.57856170836386,386.1658117868732,331.52810635402494,"Lhx2-, HnF4a-",2
1476,58.38467807660962,1.4898125509372453,514.2616136919315,"Lhx2-, HnF4a-",2
1477,58.48941068139963,4.846915285451197,496.7239871086556,"Lhx2-, HnF4a-",2
1478,59.02641940810364,4.984758033786359,634.2732122443796,"Lhx2-, HnF4a-",2
1479,58.1125,47.34762658227848,221.21598101265823,"Lhx2-, HnF4a-",2
1480,59.16145927397508,99.93480223947986,781.7735235687195,"Lhx2-, HnF4a-",2
1481,57.96598733131368,110.28711098870836,625.3770311209033,"Lhx2-, HnF4a-",2
1482,57.394581164221485,113.78797917652626,148.99136299100803,"Lhx2-, HnF4a-",2
1483,54.6031746031746,112.73015873015872,6.968253968253968,"Lhx2-, HnF4a+",1
1484,59.31074856046065,119.4119001919386,224.50095969289828,"Lhx2-, HnF4a-",2
1485,59.73302909298346,123.6279520821449,765.5300627495722,"Lhx2+, HnF4a-",0
1486,57.76081954640079,134.24838391585405,125.56645118878056,"Lhx2-, HnF4a-",2
1487,58.452000658653056,191.5341676272024,84.6602996871398,"Lhx2-, HnF4a-",2
1488,59.10457010069713,223.7472243738704,88.40640330493157,"Lhx2-, HnF4a-",2
1489,57.74313725490196,242.83398692810457,664.4408496732026,"Lhx2-, HnF4a-",2
1490,57.30938089521523,260.4424626993655,14.405590807751672,"Lhx2-, HnF4a-",2
1491,58.50769404842725,296.30663045938,207.55397148676167,"Lhx2-, HnF4a-",2
1492,59.17635752042288,296.0448101874099,469.1015136953388,"Lhx2-, HnF4a-",2
1493,57.20032066396303,338.6530227294162,615.5162689804772,"Lhx2-, HnF4a-",2
1494,57.79095515106024,362.6269468943517,162.51341715143553,"Lhx2-, HnF4a-",2
1495,60.65612878200155,6.486423584173778,682.0541117145074,"Lhx2+, HnF4a-",0
1496,59.10844642021525,32.42091717360786,275.3905007019186,"Lhx2-, HnF4a-",2
1498,59.61709805873569,164.74925335988053,136.80350920856148,"Lhx2-, HnF4a+",1
1499,62.15229784758581,256.7474112856312,678.8285049447353,"Lhx2+, HnF4a-",0
1500,63.173703671854845,259.47656720268293,479.3872216011695,"Lhx2-, HnF4a+",1
1501,59.47043010752688,279.20782930107526,294.0756048387097,"Lhx2-, HnF4a-",2
1502,59.16318732525629,285.7224603914259,88.48611369990681,"Lhx2-, HnF4a+",1
1503,58.66383914546026,298.2880929940308,13.262645303173109,"Lhx2-, HnF4a-",2
1504,59.15456518110499,303.23735603405106,662.8349190452345,"Lhx2-, HnF4a-",2
1505,59.34866409676991,310.08733218131067,371.66928087199256,"Lhx2-, HnF4a-",2
1506,59.16402670506611,332.67443382641704,114.48893834271502,"Lhx2-, HnF4a-",2
1507,59.40677045619117,338.15604634322955,332.6562273714699,"Lhx2-, HnF4a+",1
1508,59.47122531322999,345.288596304948,153.99681461032063,"Lhx2-, HnF4a-",2
1509,59.19795951949976,411.3246667763699,435.7702813888432,"Lhx2-, HnF4a-",2
1510,60.21621621621622,0.6317567567567568,432.2635135135135,"Lhx2-, HnF4a-",2
1511,60.5904035178479,25.87519399896534,688.543455768236,"Lhx2-, HnF4a-",2
1512,60.711676646706586,89.3435628742515,635.3420658682635,"Lhx2-, HnF4a+",1
1513,59.55603376924351,141.37725542128786,240.8622744578712,"Lhx2+, HnF4a-",0
1514,59.91489701421044,183.5283410506148,8.874820373622864,"Lhx2-, HnF4a-",2
1515,61.966830729723945,189.8886511163421,752.5036022540837,"Lhx2+, HnF4a-",0
1516,59.682813477522565,189.94128161587275,535.2100277057824,"Lhx2-, HnF4a-",2
1517,60.13127344168601,209.14288265761743,114.94231112698697,"Lhx2-, HnF4a-",2
1518,59.762531449583896,239.2790787691117,32.44126185407393,"Lhx2-, HnF4a-",2
1519,59.64814814814815,267.97119341563786,798.2366255144033,"Lhx2-, HnF4a-",2
1520,59.80618036577675,277.57788522177844,36.30523439142316,"Lhx2-, HnF4a-",2
1521,58.49318664833104,290.13801725215654,373.6439554944368,"Lhx2-, HnF4a+",1
1522,60.24700399467377,303.93075898801595,583.1422547714159,"Lhx2-, HnF4a-",2
1523,58.84476477110724,307.9257088547442,787.3106288610803,"Lhx2+, HnF4a-",0
1524,60.285282522996056,312.7504599211564,398.3415243101183,"Lhx2-, HnF4a-",2
1525,60.70969986086265,325.61369509043925,431.2269926455973,"Lhx2-, HnF4a-",2
1526,59.11351860574658,330.89166274140365,310.8737635421573,"Lhx2-, HnF4a-",2
1527,62.02469680264608,7.399558985667034,34.399558985667035,"Lhx2-, HnF4a-",2
1528,61.17718869898849,44.34077432856645,310.8106034182072,"Lhx2-, HnF4a-",2
1529,60.80903117573046,45.60058716622396,36.59862994547742,"Lhx2-, HnF4a-",2
1530,60.73857263578397,54.00998694015518,337.0010755166321,"Lhx2-, HnF4a-",2
1531,62.175122549019605,84.33664215686275,767.9149509803922,"Lhx2+, HnF4a-",0
1532,62.6371650821089,94.40518582541054,318.50129645635263,"Lhx2-, HnF4a-",2
1533,60.43130990415335,116.75936102236422,349.151821086262,"Lhx2-, HnF4a-",2
1534,60.17270754641164,126.62726030699991,562.6450212971148,"Lhx2-, HnF4a+",1
1535,62.42718782428226,133.41784849533033,762.9038395019024,"Lhx2+, HnF4a-",0
1536,60.11661457081029,143.15011621383346,100.09505490101787,"Lhx2-, HnF4a-",2
1537,60.56085830558639,150.04994450610434,387.4631890492046,"Lhx2-, HnF4a-",2
1538,60.62532069157836,165.77010596765197,573.3938650306749,"Lhx2-, HnF4a-",2
1539,60.97739288969918,166.5644484958979,45.7228805834093,"Lhx2-, HnF4a-",2
1540,61.108670520231215,192.22466281310213,385.18766859344896,"Lhx2-, HnF4a-",2
1541,60.59739060154717,243.32744486779816,556.6379170996421,"Lhx2-, HnF4a-",2
1542,60.84096916299559,344.0136563876652,494.0614537444934,"Lhx2-, HnF4a-",2
1543,60.58527397260274,354.4592465753425,287.1181506849315,"Lhx2-, HnF4a-",2
1544,60.07964105440269,385.6511497476164,786.9932697700505,"Lhx2+, HnF4a-",0
1545,59.90898155573376,383.4663191659984,417.7317562149158,"Lhx2-, HnF4a-",2
1546,60.40004665267087,421.4595288080242,479.6011196641008,"Lhx2-, HnF4a+",1
1547,62.186085119227286,47.22321159070329,772.1346211892544,"Lhx2-, HnF4a-",2
1548,62.123711340206185,51.74531396438613,115.00234301780694,"Lhx2-, HnF4a-",2
1549,64.43920211312506,56.66672738865106,386.567902359049,"Lhx2-, HnF4a-",2
1550,62.41235652543574,60.82967266543857,404.3399461527561,"Lhx2-, HnF4a+",1
1551,62.10708598726114,124.39264861995754,76.97253184713375,"Lhx2-, HnF4a-",2
1552,61.376039726877714,127.18795779019244,253.4407200496586,"Lhx2-, HnF4a-",2
1553,61.110951893551686,143.11269191402252,289.7951893551689,"Lhx2-, HnF4a+",1
1554,61.59093463195355,156.0668664543922,210.2544483985765,"Lhx2-, HnF4a-",2
1555,61.13085969852576,164.74010270001656,28.114626470101044,"Lhx2+, HnF4a-",0
1556,62.200097134531326,219.1668285575522,443.17010684798447,"Lhx2-, HnF4a-",2
1557,62.86077131384817,277.59230553739843,332.3528807545056,"Lhx2-, HnF4a-",2
1558,61.72583182093164,278.80387174833635,253.18100423472475,"Lhx2-, HnF4a-",2
1559,54.711061783203846,309.4221235664077,49.028856825749166,"Lhx2+, HnF4a-",0
1560,62.02851738687618,315.0471409864688,148.8077986323294,"Lhx2-, HnF4a-",2
1561,61.078735005452565,339.4482006543075,94.2793893129771,"Lhx2-, HnF4a-",2
1562,62.09340899170668,339.3958969882148,263.8668703622872,"Lhx2-, HnF4a-",2
1563,61.65307319935455,369.2872231186739,484.7346340032272,"Lhx2-, HnF4a-",2
1564,62.37435284747113,388.0079649542015,366.1676622859418,"Lhx2-, HnF4a-",2
1565,60.59587449157467,389.9979662986636,611.4378268448577,"Lhx2-, HnF4a-",2
1566,63.228779599271405,6.044808743169399,57.980327868852456,"Lhx2-, HnF4a-",2
1568,62.84241992882562,72.25238434163701,77.42619217081851,"Lhx2-, HnF4a-",2
1569,62.87689746351973,79.3412985995495,430.4455978846342,"Lhx2-, HnF4a-",2
1570,62.165152963671126,89.47825047801147,58.55855640535373,"Lhx2+, HnF4a-",0
1572,63.0136186770428,90.29030016675932,225.3203168426904,"Lhx2-, HnF4a-",2
1573,62.18430547203848,90.4556524353578,122.17739025856883,"Lhx2-, HnF4a-",2
1574,61.7428335170893,92.20093715545757,413.23401323043,"Lhx2-, HnF4a-",2
1575,66.8997338065661,116.81277728482698,760.3921916592724,"Lhx2+, HnF4a-",0
1576,63.58360655737705,155.5311475409836,798.4393442622951,"Lhx2-, HnF4a-",2
1577,63.29664522058823,157.59742647058823,350.0344669117647,"Lhx2-, HnF4a-",2
1578,65.7146531843179,193.32827745254568,718.7374489976938,"Lhx2-, HnF4a-",2
1579,63.31217004723534,215.95304251180883,517.9303973325924,"Lhx2-, HnF4a-",2
1580,63.56201214223764,232.68671099547075,360.3995374385661,"Lhx2-, HnF4a-",2
1581,62.93397940642035,296.8419139915203,184.3313143549364,"Lhx2-, HnF4a-",2
1582,70.98633683302172,316.4537609664893,263.70732058104414,"Lhx2-, HnF4a-",2
1583,63.41922718808193,343.95169925512107,133.60637802607076,"Lhx2-, HnF4a-",2
1584,63.4967542503864,347.8197836166924,394.1338485316847,"Lhx2-, HnF4a+",1
1586,62.24277624509946,398.24785828372296,484.25497313779584,"Lhx2-, HnF4a-",2
1587,62.68947454575217,432.82337534784745,380.4922245866754,"Lhx2-, HnF4a-",2
1588,65.43670750053728,3.736084246722545,452.9864603481625,"Lhx2-, HnF4a+",1
1589,63.5647029204431,4.874118831822759,99.9911883182276,"Lhx2-, HnF4a-",2
1590,63.517466963234334,7.751275677090148,345.3456757817611,"Lhx2-, HnF4a-",2
1591,63.53773216031281,25.42785923753666,490.95972629521015,"Lhx2-, HnF4a-",2
1592,63.39387843080903,26.792211524644344,605.080040235666,"Lhx2-, HnF4a-",2
1593,64.79333664843361,32.798110392839384,646.1355544505221,"Lhx2-, HnF4a-",2
1594,63.0735294117647,85.41176470588235,70.67647058823529,"Lhx2+, HnF4a-",0
1595,63.74677347574544,111.27859368046283,460.0698709390298,"Lhx2-, HnF4a+",1
1596,63.57927105001357,115.89110970425976,295.80980374423444,"Lhx2-, HnF4a-",2
1597,63.59694088466309,130.05002066969823,795.5287308805291,"Lhx2-, HnF4a-",2
1598,64.45816266822703,135.40447630193094,155.90023405500293,"Lhx2-, HnF4a-",2
1599,64.00409612233751,172.7184598580011,247.70753686510105,"Lhx2-, HnF4a-",2
1600,64.18023774145617,185.2668647845468,635.2301634472511,"Lhx2-, HnF4a-",2
1601,63.53357400722022,211.2072202166065,785.7685920577617,"Lhx2-, HnF4a-",2
1602,64.16325036603222,213.9363103953148,156.24548560273303,"Lhx2-, HnF4a-",2
1603,63.24083409715857,267.7211274060495,154.0744729605866,"Lhx2-, HnF4a-",2
1604,63.893073731248,317.8167890201085,246.45675071816152,"Lhx2-, HnF4a-",2
1605,63.96193771626297,333.3832179930796,358.06386966551327,"Lhx2-, HnF4a-",2
1606,63.95485423153128,340.6444947636569,639.7762524766488,"Lhx2-, HnF4a-",2
1607,65.15743796601882,351.9957217944017,369.8684757364625,"Lhx2-, HnF4a-",2
1608,64.00193330111165,368.6106009344289,770.4235540518769,"Lhx2+, HnF4a-",0
1609,64.14852835030877,423.4994787071938,344.85291522976985,"Lhx2+, HnF4a-",0
1610,65.5813953488372,3.0023255813953487,18.260465116279068,"Lhx2-, HnF4a+",1
1611,64.90798341109384,13.827371695178847,658.7089165370659,"Lhx2-, HnF4a-",2
1612,64.78314844162705,22.454833597464344,371.84706814580034,"Lhx2-, HnF4a-",2
1613,65.19380987472366,48.01424711373127,472.8007860476541,"Lhx2-, HnF4a-",2
1614,65.57012352032939,67.01788471435924,629.7592640247041,"Lhx2-, HnF4a-",2
1615,62.95019056380602,91.63924300170852,728.8458404520962,"Lhx2-, HnF4a-",2
1617,64.1916839199448,120.635955831608,529.4563492063492,"Lhx2-, HnF4a-",2
1618,64.64570198369984,150.42103644471783,266.0075349838536,"Lhx2-, HnF4a-",2
1619,65.14815401679607,185.01489462842656,63.9993661860244,"Lhx2-, HnF4a-",2
1620,64.34931872829281,186.5589099652685,211.8983435746728,"Lhx2-, HnF4a-",2
1621,63.931639443436175,255.6786146400484,759.204930429522,"Lhx2+, HnF4a-",0
1622,64.80333854981743,276.40532081377154,599.7137889062772,"Lhx2-, HnF4a-",2
1623,66.43577029520296,296.4908902214022,749.711946494465,"Lhx2+, HnF4a-",0
1624,65.04161475205582,307.8841265885871,121.3810117119362,"Lhx2-, HnF4a+",1
1626,65.9756335282651,328.1133853151397,664.6195581546459,"Lhx2-, HnF4a-",2
1627,65.31739773287333,357.4688680795137,603.632659766716,"Lhx2-, HnF4a-",2
1628,65.19076778144135,391.639896373057,247.33019312293925,"Lhx2-, HnF4a-",2
1629,65.00564705882353,395.3228235294118,273.57364705882355,"Lhx2-, HnF4a-",2
1630,64.52061721991701,419.3287085062241,566.3390819502075,"Lhx2-, HnF4a-",2
1631,64.5636933599316,423.77742946708463,314.0874893131946,"Lhx2-, HnF4a-",2
1632,66.14241622574956,10.08179012345679,568.7491181657848,"Lhx2-, HnF4a-",2
1633,63.64907597535935,11.08141683778234,593.0798767967145,"Lhx2-, HnF4a+",1
1634,68.27941176470588,16.193627450980394,19.54901960784314,"Lhx2-, HnF4a+",1
1635,65.72651605231867,64.03872940377101,279.5304909121794,"Lhx2-, HnF4a-",2
1636,66.58018867924528,67.71399371069182,656.24606918239,"Lhx2-, HnF4a-",2
1637,66.42647469946883,90.15767402851552,662.2395862454571,"Lhx2-, HnF4a-",2
1638,67.55681818181819,101.07954545454544,744.2045454545455,"Lhx2+, HnF4a-",0
1639,64.5377358490566,104.64150943396228,383.5471698113208,"Lhx2+, HnF4a-",0
1640,65.40934000476531,113.64522277817488,93.58851560638551,"Lhx2-, HnF4a-",2
1641,67.13108677337827,127.726200505476,20.84869418702612,"Lhx2-, HnF4a-",2
1642,65.67712936157245,161.0642998628676,767.2352582660369,"Lhx2-, HnF4a-",2
1643,65.818863456985,172.39187056037883,435.72207971586425,"Lhx2-, HnF4a-",2
1644,65.98718247494756,175.00594267070613,374.21859706362153,"Lhx2-, HnF4a-",2
1645,66.67294576161092,180.63949334199413,120.37723286781424,"Lhx2-, HnF4a-",2
1646,66.20878968529044,211.78996256758631,63.43740468598365,"Lhx2-, HnF4a-",2
1647,66.07352630466934,236.74561588844284,646.1863511514896,"Lhx2+, HnF4a-",0
1648,65.84164726069372,286.9443559259713,280.39747518078195,"Lhx2-, HnF4a-",2
1649,66.19758251975826,300.0915853091585,413.7218348055168,"Lhx2-, HnF4a-",2
1650,66.62996323529411,304.2852941176471,86.51525735294118,"Lhx2-, HnF4a-",2
1651,58.58033480854339,306.79084086973256,29.71117952664999,"Lhx2-, HnF4a-",2
1652,64.38341543513957,328.7918719211823,762.2516420361248,"Lhx2+, HnF4a-",0
1653,66.55655619596541,338.9744236311239,671.050432276657,"Lhx2-, HnF4a-",2
1654,66.0851792646723,375.29116236583695,594.8202786024207,"Lhx2-, HnF4a-",2
1655,66.45037440435671,376.70987066031313,642.2614023144996,"Lhx2-, HnF4a-",2
1656,65.61563255439162,375.5582191780822,670.2290491539081,"Lhx2+, HnF4a-",0
1657,64.79266467065868,413.75523952095807,631.4500998003992,"Lhx2+, HnF4a-",0
1658,64.54572713643178,420.3648175912044,295.01899050474765,"Lhx2+, HnF4a-",0
1659,66.23164571831317,431.85363561611655,453.015505697169,"Lhx2-, HnF4a-",2
1660,65.69590643274854,8.321637426900585,21.502923976608187,"Lhx2-, HnF4a+",1
1661,66.2322188449848,27.081155015197567,395.2182370820669,"Lhx2-, HnF4a-",2
1662,66.72603648424544,30.352902155887232,59.89419568822554,"Lhx2-, HnF4a-",2
1663,68.25279705424161,30.699900863900297,193.48420903554737,"Lhx2-, HnF4a-",2
1664,67.16462736373748,33.739710789766406,12.914349276974416,"Lhx2-, HnF4a-",2
1665,67.44308007162957,45.19608595548733,671.548989511384,"Lhx2+, HnF4a-",0
1666,67.14093686354379,62.37148676171079,3.246843177189409,"Lhx2-, HnF4a-",2
1667,67.31891891891892,90.08675342008677,589.1644978311645,"Lhx2-, HnF4a+",1
1668,67.40936037441497,92.50982839313572,795.4499219968799,"Lhx2-, HnF4a-",2
1669,63.29721460223676,109.7986917071112,753.7416121544629,"Lhx2+, HnF4a-",0
1671,66.95989010989011,130.75155677655678,205.8673076923077,"Lhx2-, HnF4a-",2
1672,67.33248245054244,150.8374282067645,322.21880982769625,"Lhx2-, HnF4a-",2
1673,67.91712562286914,153.29609231576185,86.92630474691843,"Lhx2-, HnF4a-",2
1674,65.72831385901107,157.34101988702315,592.3543294900564,"Lhx2-, HnF4a-",2
1675,67.51680820948337,178.36323425336164,311.77317763623495,"Lhx2-, HnF4a-",2
1676,67.20372596153847,190.21514423076923,784.1302884615385,"Lhx2-, HnF4a-",2
1677,67.709730023555,203.2984236274688,662.0568943649212,"Lhx2-, HnF4a-",2
1678,66.48505044894937,210.5925205961307,221.380820142553,"Lhx2-, HnF4a-",2
1679,66.78761061946902,227.6017699115044,393.3419147224457,"Lhx2-, HnF4a-",2
1680,67.85817742908871,326.8750754375377,569.7021726010863,"Lhx2-, HnF4a-",2
1681,66.72092293203579,388.0982577303406,508.03233401349866,"Lhx2-, HnF4a-",2
1682,66.73952161509766,394.7399605003292,580.5354399824446,"Lhx2-, HnF4a-",2
1683,67.66708248869485,396.9906440043661,541.4957118353345,"Lhx2-, HnF4a-",2
1684,65.73451834862385,396.55972859327215,455.6808103975535,"Lhx2-, HnF4a+",1
1685,66.59392971246007,409.87523961661344,356.5797124600639,"Lhx2-, HnF4a-",2
1686,67.20524199140202,419.698516155873,530.6036610733602,"Lhx2-, HnF4a-",2
1687,67.30764430577223,443.5129485179408,404.0872074882996,"Lhx2+, HnF4a-",0
1688,68.1732283464567,0.4606299212598425,575.3267716535433,"Lhx2-, HnF4a-",2
1689,69.33903133903134,3.915099715099715,232.6099715099715,"Lhx2-, HnF4a-",2
1690,68.34561486380098,19.80522752322469,118.00519603212092,"Lhx2+, HnF4a-",0
1691,70.76195090439276,27.95502260981912,215.7930394056848,"Lhx2-, HnF4a-",2
1692,70.34252793296089,32.73596368715084,625.745810055866,"Lhx2-, HnF4a+",1
1693,68.95389229039111,54.78333125078096,611.2295389229039,"Lhx2-, HnF4a+",1
1695,67.38606880992668,95.0589396503102,141.1763959390863,"Lhx2-, HnF4a-",2
1696,68.36116264687693,115.80148423005566,112.34400123685838,"Lhx2-, HnF4a-",2
1697,68.47885906040268,222.2755033557047,660.2187919463087,"Lhx2-, HnF4a-",2
1698,68.63185607722686,229.5015357612988,535.5107503290917,"Lhx2-, HnF4a-",2
1699,67.5741127348643,233.56427080226663,124.0199821055771,"Lhx2-, HnF4a-",2
1700,68.47140600315956,254.2003159557662,632.2695102685624,"Lhx2-, HnF4a-",2
1701,68.10525205652816,270.4079308162835,131.25268930605358,"Lhx2-, HnF4a-",2
1702,68.03781818181818,270.41054545454546,651.1578181818181,"Lhx2-, HnF4a-",2
1703,67.67374651810584,322.35271587743733,77.20752089136491,"Lhx2-, HnF4a-",2
1704,69.53366451749287,344.3875911637248,211.3812493393933,"Lhx2-, HnF4a+",1
1705,68.52506234413966,352.72344139650875,472.1844139650873,"Lhx2-, HnF4a-",2
1706,68.0009589041096,354.0823287671233,341.6741095890411,"Lhx2-, HnF4a-",2
1707,69.31111111111112,361.17333333333335,228.09777777777776,"Lhx2-, HnF4a-",2
1708,67.5312604480107,388.423938482113,398.6198595787362,"Lhx2-, HnF4a-",2
1709,68.35643564356435,442.8551716873815,477.3713924583948,"Lhx2-, HnF4a-",2
1710,68.09274931381519,21.550892040256176,436.6794373284538,"Lhx2-, HnF4a-",2
1711,69.3311655827914,29.611305652826413,553.0475237618809,"Lhx2-, HnF4a-",2
1712,68.25400139178845,31.95476687543493,127.57156112270935,"Lhx2-, HnF4a-",2
1713,68.43631409944537,40.13340469008465,246.24209399630243,"Lhx2-, HnF4a+",1
1714,68.67856029915862,55.64661888438766,782.9456216889997,"Lhx2-, HnF4a-",2
1716,68.41268533772653,91.08607907743,268.1931630971993,"Lhx2-, HnF4a-",2
1717,68.88732004429679,93.13330564784052,15.28502214839424,"Lhx2-, HnF4a+",1
1719,68.7503692762186,145.69391104546202,444.6650254390284,"Lhx2-, HnF4a-",2
1720,68.8301179996254,170.73852781419745,661.0091777486421,"Lhx2-, HnF4a-",2
1721,69.24019292604501,204.2540192926045,334.0620578778135,"Lhx2-, HnF4a-",2
1722,68.69009584664536,214.74929524525464,770.5258410073294,"Lhx2-, HnF4a-",2
1723,69.29726068633353,236.4858518964479,684.2692655027092,"Lhx2-, HnF4a-",2
1724,68.77829638273046,256.4752458743124,776.102350391732,"Lhx2-, HnF4a-",2
1725,67.42571669477235,258.8448566610455,211.8053119730185,"Lhx2-, HnF4a+",1
1726,69.3532420848887,285.65657403566985,429.2676621042445,"Lhx2-, HnF4a-",2
1727,69.11559139784946,328.5456989247312,756.5913978494624,"Lhx2+, HnF4a-",0
1728,70.25793291024479,332.96237533998186,301.09904805077065,"Lhx2-, HnF4a-",2
1729,69.19640628899425,382.3588719740454,287.3009732967307,"Lhx2-, HnF4a-",2
1730,68.51149058410469,383.297159272263,559.1669326524099,"Lhx2-, HnF4a-",2
1731,69.36793906972527,50.83597787650739,168.6417626258047,"Lhx2-, HnF4a-",2
1732,70.10711705202313,68.54425578034682,26.86687138728324,"Lhx2-, HnF4a-",2
1733,69.94354690655406,94.89590600330456,167.7510556269506,"Lhx2-, HnF4a-",2
1734,69.50052773542863,132.44013134748445,644.1851764981823,"Lhx2-, HnF4a-",2
1735,70.7109375,190.93511513157893,601.0297697368421,"Lhx2-, HnF4a+",1
1736,69.94492802142618,217.1749246735856,103.99631737529292,"Lhx2-, HnF4a-",2
1737,70.53281378178835,227.43656002187583,578.9615805304895,"Lhx2-, HnF4a-",2
1738,70.28172757475083,247.2358803986711,141.25448504983387,"Lhx2-, HnF4a-",2
1739,69.9530101699948,246.25514067255585,163.0870759409101,"Lhx2-, HnF4a+",1
1740,69.30050401852608,258.9032829314807,116.59011033919084,"Lhx2+, HnF4a-",0
1741,70.04633585277686,280.8235294117647,56.85934932632271,"Lhx2-, HnF4a-",2
1742,69.5783426183844,289.22318941504176,552.1344011142062,"Lhx2-, HnF4a-",2
1743,70.66175900813639,291.3000774893452,675.3156722200697,"Lhx2+, HnF4a-",0
1744,69.4770059649798,317.2693861843371,549.0267461997306,"Lhx2-, HnF4a-",2
1745,72.72010974201001,393.3582980361956,672.3852040816327,"Lhx2-, HnF4a-",2
1746,70.62538699690403,1.3219814241486068,184.1929824561404,"Lhx2-, HnF4a-",2
1747,71.37735849056604,10.858490566037736,24.09433962264151,"Lhx2-, HnF4a-",2
1748,69.44700058241118,44.75975538730344,144.35832847990682,"Lhx2-, HnF4a-",2
1749,67.8316091954023,48.43333333333333,195.2854406130268,"Lhx2-, HnF4a+",1
1750,70.75391498881432,105.59243441122636,333.46806996135854,"Lhx2-, HnF4a-",2
1751,71.13716603053435,119.0114503816794,666.0932729007634,"Lhx2-, HnF4a-",2
1752,67.94124935467218,138.04150748580278,362.6855962829117,"Lhx2+, HnF4a-",0
1753,73.15666302898023,198.64387049836304,136.3820783315145,"Lhx2-, HnF4a-",2
1755,70.9494261453765,235.05859848838296,232.42521227955584,"Lhx2-, HnF4a-",2
1756,70.37964221014492,236.3936820652174,490.8634510869565,"Lhx2-, HnF4a-",2
1757,71.88028588445503,239.7575938058368,99.08219178082192,"Lhx2-, HnF4a-",2
1758,72.09559010960999,268.2778485852664,497.8923018098394,"Lhx2-, HnF4a-",2
1759,71.01076340442495,271.4853498106438,790.5086705202312,"Lhx2-, HnF4a-",2
1760,72.5909609352723,276.1414314228685,626.5891074992871,"Lhx2+, HnF4a-",0
1761,70.57515030060121,286.3134504302723,355.1052693622539,"Lhx2-, HnF4a+",1
1762,70.76155831964327,316.01466791832905,508.0517484158648,"Lhx2-, HnF4a-",2
1763,71.94324925816024,323.3916913946588,314.08456973293767,"Lhx2-, HnF4a-",2
1764,70.62183544303798,393.9018987341772,797.5126582278481,"Lhx2-, HnF4a-",2
1765,72.49193639336868,23.04229164317131,294.59794744558474,"Lhx2-, HnF4a-",2
1766,71.17375,31.93875,1.62875,"Lhx2-, HnF4a-",2
1767,71.53813395276809,53.347270615563296,56.59620596205962,"Lhx2-, HnF4a-",2
1768,72.03719956791791,55.08729408587632,753.3227788279773,"Lhx2-, HnF4a-",2
1769,71.14155172413793,65.94931034482758,592.0834482758621,"Lhx2-, HnF4a-",2
1771,72.9356343283582,150.16954291044777,17.09188432835821,"Lhx2-, HnF4a-",2
1772,71.9443661971831,168.9069014084507,172.15295774647888,"Lhx2-, HnF4a-",2
1773,71.84826589595376,229.19768786127167,413.0624277456648,"Lhx2-, HnF4a-",2
1774,67.72727272727273,245.1487603305785,1.966942148760331,"Lhx2+, HnF4a-",0
1775,71.96882940877519,256.9125868202609,653.2903608334746,"Lhx2-, HnF4a-",2
1776,72.44959754695286,275.55845151399,534.8156381755462,"Lhx2-, HnF4a-",2
1777,72.45578851412944,295.3035551504102,598.8689608021878,"Lhx2-, HnF4a-",2
1778,71.95176916596462,297.78685762426284,42.17881213142376,"Lhx2+, HnF4a-",0
1779,72.51419681057953,318.5281991443018,591.317775184753,"Lhx2-, HnF4a-",2
1780,71.95038910505836,351.6642888024211,510.4305015131864,"Lhx2-, HnF4a-",2
1781,72.30923994038749,360.65722801788377,308.95851962245405,"Lhx2-, HnF4a-",2
1782,72.12359687652513,367.7393850658858,259.93704245973646,"Lhx2-, HnF4a-",2
1783,72.9088572739789,371.29720055071135,534.480036714089,"Lhx2-, HnF4a-",2
1784,72.72306215502759,425.6313894888409,494.3674106071514,"Lhx2-, HnF4a+",1
1785,72.40528350515464,2.15528350515464,790.8646907216495,"Lhx2-, HnF4a-",2
1786,73.00961025093433,33.04911906033102,357.6131873998932,"Lhx2-, HnF4a-",2
1787,73.4182561307902,44.02815622161671,585.8873751135332,"Lhx2-, HnF4a-",2
1788,73.24640657084188,51.93511293634497,795.4227926078029,"Lhx2-, HnF4a-",2
1789,72.38145756457564,67.03044280442805,550.804889298893,"Lhx2-, HnF4a-",2
1790,72.53793261517305,73.89594315837726,112.3797845519138,"Lhx2-, HnF4a-",2
1791,73.64377343595817,100.50967041641998,554.8266232484705,"Lhx2-, HnF4a-",2
1792,73.02682668549241,203.7793858100953,185.2301447229086,"Lhx2-, HnF4a-",2
